Tipo de operación,Producto y/o Servicio ,Subproducto,Causa ,Código de Producto ,Código de Causa ,CONSULTA ,RECLAMACIÓN ,ACLARACIÓN 
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Inconformidad con la aclaración de los términos del contrato ,'025711091174 ,'1005 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711091174 ,'1011 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Incumplimiento con los términos del contrato ,'025711091174 ,'1042 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711091174 ,'1058 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711091174 ,'1060 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711091174 ,'1064 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,No entrega de tabla de amortización al momento de formalizar el contrato ,'025711091174 ,'1074 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025711091174 ,'1075 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711091174 ,'1079 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711091174 ,'1081 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025711091174 ,'1101 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Información sobre la actualización de historial crediticio ,'025711091174 ,'1200 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Consulta del monto de las primas de los seguros por lo que respecta a la amortización ,'025711091174 ,'1204 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Solicitud de estados de cuenta ,'025711091174 ,'1207 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711091174 ,'1211 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,Información para la cancelación de producto o servicio ,'025711091174 ,'1217 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Simple (CPYME) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711091174 ,'1221 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Solicitud de estados de cuenta no atendida ,'025711091175 ,'0188 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con la recepción de pagos ,'025711091175 ,'0353 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711091175 ,'0413 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711091175 ,'0577 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711091175 ,'0582 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Crédito aprobado sin la entrega de recursos ,'025711091175 ,'0583 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el monto de las primas de los seguros por lo que respecta a la amortización ,'025711091175 ,'0611 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Negociación de créditos (Orientación) ,'025711091175 ,'0666 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Consulta de saldos y movimientos no atendida ,'025711091175 ,'0712 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Actualización de historial crediticio no realizada ,'025711091175 ,'0730 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Beneficios no aplicados al crédito ,'025711091175 ,'0732 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el monto de las primas devengadas del seguro vinculado ,'025711091175 ,'0751 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,No entrega de acuse de recepción de la aclaración ,'025711091175 ,'0770 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Crédito no reconocido en el historial crediticio ,'025711091175 ,'0835 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Cobro de comisión por pago efectuado no aplicado ,'025711091175 ,'0840 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Cobro no reconocido de intereses ordinarios y/o moratorios ,'025711091175 ,'0841 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Convenio/reestructura de pago no respetado por la Institución ,'025711091175 ,'0842 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Eliminación de historial crediticio no realizada ,'025711091175 ,'0844 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025711091175 ,'0849 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el cobro de comisión por cancelación del crédito ,'025711091175 ,'0850 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el cobro de comisión por pago anticipado no pactada en el contrato ,'025711091175 ,'0851 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el cobro de intereses moratorios y accesorios durante el proceso de aclaración ,'025711091175 ,'0853 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el cobro de intereses no pactados en el contrato ,'025711091175 ,'0854 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el monto de la prima de los seguros y/o con la forma del pago del mismo ,'025711091175 ,'0855 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad por cambio de Aseguradora ,'025711091175 ,'0857 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"La Institución no entrega la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711091175 ,'0858 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"Crédito otorgado sin ser solicitado ni autorizado por el Usuario, cliente y/o socio ",'025711091175 ,'0913 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"El Usuario, cliente y/o socio no recibió el estado de cuenta con la leyenda de liquidación ",'025711091175 ,'0939 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"El Usuario, cliente y/o socio no reconoce haber celebrado contrato con la Institución ",'025711091175 ,'0940 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con el cobro de comisión y accesorios por cancelación de crédito en términos de lo dispuesto en el contrato ,'025711091175 ,'0963 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025711091175 ,'0967 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"Inconformidad con el cobro de remanentes a favor del Usuario, cliente y/o socio ",'025711091175 ,'0969 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con la aclaración de los términos del contrato ,'025711091175 ,'1005 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711091175 ,'1011 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Incumplimiento con los términos del contrato ,'025711091175 ,'1042 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711091175 ,'1058 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711091175 ,'1060 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711091175 ,'1064 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,No entrega de tabla de amortización al momento de formalizar el contrato ,'025711091175 ,'1074 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025711091175 ,'1075 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711091175 ,'1079 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711091175 ,'1081 ,,SI ,SI 
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025711091175 ,'1101 ,,SI ,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Información sobre la actualización de historial crediticio ,'025711091175 ,'1200 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Consulta del monto de las primas de los seguros por lo que respecta a la amortización ,'025711091175 ,'1204 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Solicitud de estados de cuenta ,'025711091175 ,'1207 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711091175 ,'1211 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,Información para la cancelación de producto o servicio ,'025711091175 ,'1217 ,SI ,,
Operaciones Activas ,Crédito PYME ,Crédito Cuenta Corriente (CPYME) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711091175 ,'1221 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Negativa al otorgamiento de apoyo (programas de apoyo) ,'025711101176 ,'0197 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con la recepción de pagos ,'025711101176 ,'0353 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con la aplicación de los programas de apoyo ,'025711101176 ,'0368 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711101176 ,'0413 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711101176 ,'0577 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711101176 ,'0582 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Crédito aprobado sin la entrega de recursos ,'025711101176 ,'0583 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el monto de las primas de los seguros por lo que respecta a la amortización ,'025711101176 ,'0611 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Negociación de créditos (Orientación) ,'025711101176 ,'0666 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Consulta de saldos y movimientos no atendida ,'025711101176 ,'0712 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Actualización de historial crediticio no realizada ,'025711101176 ,'0730 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Beneficios no aplicados al crédito ,'025711101176 ,'0732 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"Cobro de nuevas comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711101176 ,'0734 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el monto de las primas devengadas del seguro vinculado ,'025711101176 ,'0751 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,No entrega de saldo a favor al cancelar el producto ,'025711101176 ,'0758 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Otorgamiento de crédito a menores ,'025711101176 ,'0761 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,No entrega de acuse de recepción de la aclaración ,'025711101176 ,'0770 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Cobro de comisión por pago efectuado no aplicado ,'025711101176 ,'0840 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Cobro no reconocido de intereses ordinarios y/o moratorios ,'025711101176 ,'0841 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Convenio/reestructura de pago no respetado por la Institución ,'025711101176 ,'0842 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Eliminación de historial crediticio no realizada ,'025711101176 ,'0844 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025711101176 ,'0849 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el cobro de comisión por cancelación del crédito ,'025711101176 ,'0850 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el cobro de comisión por pago anticipado no pactada en el contrato ,'025711101176 ,'0851 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el cobro de intereses moratorios y accesorios durante el proceso de aclaración ,'025711101176 ,'0853 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el cobro de intereses no pactados en el contrato ,'025711101176 ,'0854 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el monto de la prima de los seguros y/o con la forma del pago del mismo ,'025711101176 ,'0855 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"La Institución no entrega la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711101176 ,'0858 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"El Usuario, cliente y/o socio no recibió el estado de cuenta con la leyenda de liquidación ",'025711101176 ,'0939 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con el cobro de comisión y accesorios por cancelación de crédito en términos de lo dispuesto en el contrato ,'025711101176 ,'0963 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025711101176 ,'0967 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"Inconformidad con el cobro de remanentes a favor del Usuario, cliente y/o socio ",'025711101176 ,'0969 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711101176 ,'1011 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Incumplimiento con los términos del contrato ,'025711101176 ,'1042 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711101176 ,'1058 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711101176 ,'1060 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711101176 ,'1064 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,No entrega de tabla de amortización al momento de formalizar el contrato ,'025711101176 ,'1074 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"No envío de estados de cuenta al domicilio del Usuario, cliente y/o socio ",'025711101176 ,'1075 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711101176 ,'1079 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711101176 ,'1081 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"Promociones, meses sin intereses, sorteos o premios no entregados o aplicados al Usuario, cliente y/o socio ",'025711101176 ,'1086 ,,SI ,SI 
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Solicitud de cancelación de producto o servicio no atendida y/o no aplicada ,'025711101176 ,'1101 ,,SI ,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Información sobre la actualización de historial crediticio ,'025711101176 ,'1200 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Consulta del monto de las primas de los seguros por lo que respecta a la amortización ,'025711101176 ,'1204 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711101176 ,'1211 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Información para la cancelación de producto o servicio ,'025711101176 ,'1217 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711101176 ,'1221 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,Seguimiento de Aclaración (estatus de su solicitud de aclaración) ,'025711101176 ,'1245 ,SI ,,
Operaciones Activas ,Crédito quirografario ,Crédito Simple (CQ) ,"Consulta de Movimientos de préstamos (aplicación de descuentos, devoluciones) ",'025711101176 ,'1246 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Solicitud de estados de cuenta no atendida ,'025711111177 ,'0188 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Negativa al otorgamiento de apoyo (programas de apoyo) ,'025711111177 ,'0197 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con la recepción de pagos ,'025711111177 ,'0353 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Cargo indebido de intereses y gastos de cobranza ,'025711111177 ,'0367 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con la aplicación de los programas de apoyo ,'025711111177 ,'0368 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el cobro de comisiones y/o gastos de investigación ,'025711111177 ,'0413 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el saldo del crédito o del monto de las amortizaciones ,'025711111177 ,'0577 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el monto de los gastos de apertura del crédito ,'025711111177 ,'0582 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Crédito aprobado sin la entrega de recursos ,'025711111177 ,'0583 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Negociación de créditos (Orientación) ,'025711111177 ,'0666 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Consulta de saldos y movimientos no atendida ,'025711111177 ,'0712 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Actualización de historial crediticio no realizada ,'025711111177 ,'0730 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Beneficios no aplicados al crédito ,'025711111177 ,'0732 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,No entrega de acuse de recepción de la aclaración ,'025711111177 ,'0770 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Crédito no reconocido en el historial crediticio ,'025711111177 ,'0835 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Cobro de comisión por pago efectuado no aplicado ,'025711111177 ,'0840 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Cobro no reconocido de intereses ordinarios y/o moratorios ,'025711111177 ,'0841 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Convenio/reestructura de pago no respetado por la Institución ,'025711111177 ,'0842 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Eliminación de historial crediticio no realizada ,'025711111177 ,'0844 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el cobro de comisión no reconocida o no pactada en el contrato ,'025711111177 ,'0849 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el cobro de comisión por cancelación del crédito ,'025711111177 ,'0850 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el cobro de comisión por pago anticipado no pactada en el contrato ,'025711111177 ,'0851 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el cobro de intereses moratorios y accesorios durante el proceso de aclaración ,'025711111177 ,'0853 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el cobro de intereses no pactados en el contrato ,'025711111177 ,'0854 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,"La Institución no entrega la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711111177 ,'0858 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,"Crédito otorgado sin ser solicitado ni autorizado por el Usuario, cliente y/o socio ",'025711111177 ,'0913 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,"El Usuario, cliente y/o socio no recibió el estado de cuenta con la leyenda de liquidación ",'025711111177 ,'0939 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con el cobro de comisión y accesorios por cancelación de crédito en términos de lo dispuesto en el contrato ,'025711111177 ,'0963 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,"Inconformidad con el cobro de productos o servicios no contratados por el Usuario, cliente y/o socio ",'025711111177 ,'0967 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con la aclaración de los términos del contrato ,'025711111177 ,'1005 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Inconformidad con la no aceptación de pago con otro medio diferente al efectivo ,'025711111177 ,'1011 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Incumplimiento con los términos del contrato ,'025711111177 ,'1042 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,"Modificación de comisiones sin aviso previo al Usuario, cliente y/o socio ",'025711111177 ,'1058 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,"Modificación de tasa contractual sin aviso previo al Usuario, cliente y/o socio ",'025711111177 ,'1060 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Negativa a cumplir con la conclusión anticipada establecida en el contrato ,'025711111177 ,'1064 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Orientación sobre el funcionamiento de productos y servicios financieros ,'025711111177 ,'1079 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Pago o depósito no aplicado total o parcialmente al producto o servicio ,'025711111177 ,'1081 ,,SI ,SI 
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Información sobre la actualización de historial crediticio ,'025711111177 ,'1200 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Solicitud de estados de cuenta ,'025711111177 ,'1207 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,Información del cobro de intereses ordinarios y/o moratorios ,'025711111177 ,'1211 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Simple (CSG) ,"Información para la entrega de la carta liberación de adeudos y/o carta finiquito, factura, garantía, gravamen, 1er testimonio ",'025711111177 ,'1221 ,SI ,,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Solicitud de estados de cuenta no atendida ,'025711111178 ,'0188 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Negativa al otorgamiento de apoyo (programas de apoyo) ,'025711111178 ,'0197 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Inconformidad con la recepción de pagos ,'025711111178 ,'0353 ,,SI ,
Operaciones Activas ,Créditos solidarios y/o grupal ,Crédito Cuenta Corriente (CSG) ,Cargo indebido de intereses y gastos de cobranza ,'025711111178 ,'0367 ,,SI ,SI 
